
[2020-05-12T13:23:13.498924100=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[21, 11, 38, 2, 30, 41], result=3}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[41, 36, 38, 26, 44, 35], result=1}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[15, 43, 8, 24, 38, 20], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[18, 8, 13, 31, 1, 26], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[13, 31, 37, 9, 33, 16], result=1}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[27, 18, 9, 5, 27, 38], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[38, 32, 6, 14, 31, 4], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[33, 37, 29, 31, 20, 26], result=1}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[14, 6, 19, 30, 40, 41], result=1}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[24, 1, 22, 39, 34, 38], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[36, 4, 2, 15, 19, 40], result=1}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[40, 8, 19, 44, 2, 46], result=1}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[29, 12, 5, 43, 4, 24], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[20, 30, 6, 34, 20, 28], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[39, 48, 46, 32, 28, 15], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[1, 29, 40, 28, 42, 38], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[30, 39, 5, 12, 38, 29], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[30, 39, 5, 12, 38, 29], result=0}, 2020-05-29T19:48:59.323208100=LottoResultStore{typesStore=[33, 11, 3, 22, 11, 33], resultStore=[20, 7, 8, 30, 28, 27], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[30, 39, 5, 12, 38, 29], result=0}, 2020-05-29T19:48:59.323208100=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[27, 35, 39, 31, 28, 22], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[30, 39, 5, 12, 38, 29], result=0}, 2020-05-29T19:48:59.323208100=LottoResultStore{typesStore=[12, 6, 33, 11, 3, 4], resultStore=[9, 9, 10, 1, 15, 13], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[30, 39, 5, 12, 38, 29], result=0}, 2020-05-29T19:48:59.323208100=LottoResultStore{typesStore=[12, 6, 33, 11, 3, 4], resultStore=[9, 9, 10, 1, 15, 13], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}, 2020-05-29T20:00:04.854534800=LottoResultStore{typesStore=[22, 5, 7, 31, 48, 2], resultStore=[4, 30, 34, 21, 2, 38], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[30, 39, 5, 12, 38, 29], result=0}, 2020-05-29T19:48:59.323208100=LottoResultStore{typesStore=[12, 6, 33, 11, 3, 4], resultStore=[9, 9, 10, 1, 15, 13], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}, 2020-05-29T20:00:04.854534800=LottoResultStore{typesStore=[22, 5, 7, 31, 48, 2], resultStore=[4, 30, 34, 21, 2, 38], result=1}, 2020-05-29T20:00:57.324890500=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[5, 34, 29, 35, 16, 39], result=0}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[30, 39, 5, 12, 38, 29], result=0}, 2020-05-29T19:48:59.323208100=LottoResultStore{typesStore=[12, 6, 33, 11, 3, 4], resultStore=[9, 9, 10, 1, 15, 13], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}, 2020-05-29T20:00:04.854534800=LottoResultStore{typesStore=[22, 5, 7, 31, 48, 2], resultStore=[4, 30, 34, 21, 2, 38], result=1}, 2020-05-29T20:00:57.324890500=LottoResultStore{typesStore=[22, 11, 8, 10, 2, 2], resultStore=[42, 24, 9, 1, 28, 2], result=1}]
[2020-05-29T19:46:56.509032300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[30, 39, 5, 12, 38, 29], result=0}, 2020-05-29T19:48:59.323208100=LottoResultStore{typesStore=[12, 6, 33, 11, 3, 4], resultStore=[9, 9, 10, 1, 15, 13], result=0}, 2020-05-29T19:44:33.018190900=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[12, 30, 32, 34, 47, 41], result=1}, 2020-05-29T20:00:04.854534800=LottoResultStore{typesStore=[22, 5, 7, 31, 48, 2], resultStore=[4, 30, 34, 21, 2, 38], result=1}, 2020-05-29T20:00:57.324890500=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[29, 14, 34, 19, 28, 35], result=0}]
[2020-06-01T11:11:02.342959400=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[19, 40, 33, 7, 48, 10], result=1}]
[2020-06-01T11:11:02.342959400=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[5, 15, 43, 42, 22, 7], result=0}]
[2020-06-01T11:13:05.874851100=LottoResultStore{typesStore=[2, 33, 11, 3, 2, 3], resultStore=[46, 2, 30, 26, 21, 27], result=1}]
[2020-06-01T15:29:04.301674400=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[2, 22, 43, 25, 10, 11], result=2}]
[2020-06-01T15:29:04.301674400=LottoResultStore{typesStore=[22, 11, 4, 3, 4, 12], resultStore=[21, 33, 6, 15, 22, 40], result=1}]
[2020-06-01T15:33:24.328278600=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[42, 48, 41, 22, 16, 46], result=1}]
[2020-06-01T15:33:24.328278600=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[38, 37, 42, 2, 3, 41], result=2}]
[2020-06-01T15:33:24.328278600=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[40, 43, 47, 46, 5, 38], result=0}]
[2020-06-01T15:33:24.328278600=LottoResultStore{typesStore=[33, 11, 11, 4, 5, 3], resultStore=[2, 39, 9, 4, 33, 38], result=2}]
[2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[17, 10, 46, 26, 3, 5], result=0}]
[2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[22, 12, 9, 43, 38, 2], resultStore=[47, 31, 4, 21, 9, 11], result=1}]
[2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[33, 37, 36, 13, 40, 35], result=1}]
[2020-06-01T16:00:58.302383500=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[13, 4, 13, 6, 26, 3], result=0}, 2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[33, 37, 36, 13, 40, 35], result=1}]
[2020-06-01T16:00:58.302383500=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[43, 43, 31, 46, 44, 34], result=0}, 2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[33, 37, 36, 13, 40, 35], result=1}]
[2020-06-01T16:00:58.302383500=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[44, 38, 18, 12, 13, 25], result=0}, 2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[33, 37, 36, 13, 40, 35], result=1}]
[2020-06-01T16:00:58.302383500=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[17, 10, 27, 26, 45, 15], result=0}, 2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[33, 37, 36, 13, 40, 35], result=1}]
[2020-06-01T16:00:58.302383500=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[41, 16, 43, 21, 32, 10], result=1}, 2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[33, 37, 36, 13, 40, 35], result=1}]
[2020-06-01T16:00:58.302383500=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[11, 10, 27, 36, 38, 9], result=1}, 2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[33, 37, 36, 13, 40, 35], result=1}]
[2020-06-01T16:00:58.302383500=LottoResultStore{typesStore=[3, 33, 12, 3, 8, 9], resultStore=[5, 31, 23, 3, 23, 7], result=1}, 2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[33, 37, 36, 13, 40, 35], result=1}]
[2020-06-01T16:00:58.302383500=LottoResultStore{typesStore=[3, 33, 12, 3, 8, 9], resultStore=[5, 31, 23, 3, 23, 7], result=1}, 2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[33, 37, 36, 13, 40, 35], result=1}, 2020-06-01T16:01:49.432104600=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[24, 41, 3, 27, 48, 39], result=1}]
[2020-06-01T16:00:58.302383500=LottoResultStore{typesStore=[3, 33, 12, 3, 8, 9], resultStore=[5, 31, 23, 3, 23, 7], result=1}, 2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[33, 37, 36, 13, 40, 35], result=1}, 2020-06-01T16:01:49.432104600=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[46, 16, 46, 3, 45, 5], result=0}]
[2020-06-01T16:00:58.302383500=LottoResultStore{typesStore=[3, 33, 12, 3, 8, 9], resultStore=[5, 31, 23, 3, 23, 7], result=1}, 2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[33, 37, 36, 13, 40, 35], result=1}, 2020-06-01T16:01:49.432104600=LottoResultStore{typesStore=[12, 21, 37, 48, 23, 1], resultStore=[12, 8, 36, 26, 5, 27], result=1}]
[2020-06-01T16:00:58.302383500=LottoResultStore{typesStore=[3, 33, 12, 3, 8, 9], resultStore=[5, 31, 23, 3, 23, 7], result=1}, 2020-06-01T15:59:35.817049300=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[33, 37, 36, 13, 40, 35], result=1}, 2020-06-01T16:01:49.432104600=LottoResultStore{typesStore=[23, 8, 9, 11, 33, 21], resultStore=[28, 35, 30, 1, 25, 30], result=0}]
[2020-06-01T16:03:23.497561700=LottoResultStore{typesStore=[33, 2, 11, 33, 41, 2], resultStore=[34, 13, 45, 37, 4, 29], result=0}]
[2020-06-01T16:03:23.497561700=LottoResultStore{typesStore=[3, 3, 3, 2, 3, 4], resultStore=[9, 10, 44, 36, 14, 31], result=0}]
